FirstName,LastName,ExitDate,Supervisor,ADEmail,TerminationType,TerminationDescription,JobFunctionDescription,Employee ID
Taliyah,Yang,44504,Kristi Cox,taliyah.yang@bilearner.com,Resignation,Star idea alone.,Technician,3124
Boston,Cochran,44276,Tracey Wu,boston.cochran@bilearner.com,Resignation,Magazine matter a teach.,Laborer,3125
Lillianna,Hull,44900,Stacey Robles,lillianna.hull@bilearner.com,Resignation,Enjoy relationship page billion.,Supervisor,3127
Kennedy,Beard,44940,Scott Dawson,kennedy.beard@bilearner.com,Voluntary,Read nice continue itself attack happen.,Manager,3130
Alma,Hanna,44723,Patricia Potter,alma.hanna@bilearner.com,Resignation,Tell its wind child more though.,Laborer,3131
Ximena,Suarez,44852,Brian Gregory,ximena.suarez@bilearner.com,Involuntary,Program personal mean life source reach.,Laborer,3132
Aydin,Dixon,44622,Jackie Davis,aydin.dixon@bilearner.com,Resignation,Example trip behavior himself young.,Coordinator,3133
Heidi,Joyce,44896,Keith George,heidi.joyce@bilearner.com,Voluntary,Avoid that school central member.,Engineer,3134
Elle,Spears,45083,Jennifer Smith,elle.spears@bilearner.com,Involuntary,Food information day art PM leader.,Administrative,3135
Dean,Mckenzie,45102,Justin Wells,dean.mckenzie@bilearner.com,Involuntary,Easy film last fact discuss. Enough worker wall.,Laborer,3137
Isabell,Wu,44993,Rachel Crawford,isabell.wu@bilearner.com,Voluntary,Week campaign later realize magazine.,Laborer,3138
Prince,Petty,44624,James Ware,prince.petty@bilearner.com,Retirement,Reveal real paper peace usually fly know century.,Driller,3145
Bobby,Levy,45135,Donna Yang,bobby.levy@bilearner.com,Involuntary,Member cost town create against decision.,Engineer,3147
Gustavo,Durham,44544,Adrienne Barnett,gustavo.durham@bilearner.com,Voluntary,Draw health deal.,Foreman,3148
Teagan,Stevens,45021,Yvonne Bush,teagan.stevens@bilearner.com,Voluntary,Policy upon tend join individual direction yard.,Laborer,3149
Alaina,Mayo,44923,Mr. Tony Collier,alaina.mayo@bilearner.com,Voluntary,Through would building generation pay investment.,Laborer,3152
Jagger,Morgan,44631,Kathleen Johnson,jagger.morgan@bilearner.com,Retirement,Seven trip current difference baby.,Technician,3153
Amy,Frederick,44607,Amanda Carter,amy.frederick@bilearner.com,Voluntary,Interest sit production sit director think.,Lineman,3155
Pierce,Charles,43880,Jenny Ray,pierce.charles@bilearner.com,Voluntary,Else feel no individual.,Lineman,3156
Deegan,Pham,44516,Kimberly Collier,deegan.pham@bilearner.com,Voluntary,Capital series something again ever.,Engineer,3157
Seth,Oneill,45128,Michael Hendricks,seth.oneill@bilearner.com,Retirement,More next spring around television million media.,Director,3158
Mollie,Woodward,43635,Lindsay White,mollie.woodward@bilearner.com,Voluntary,Allow decide education consider early such.,Groundman,3159
Celeste,Allison,45140,Erin Maxwell,celeste.allison@bilearner.com,Involuntary,Material thousand usually.,Laborer,3161
Camryn,Clark,44189,Kaitlin Thomas MD,camryn.clark@bilearner.com,Resignation,Not later mission use industry family at.,Manager,3162
Danielle,Blanchard,45085,Natalie Hogan,danielle.blanchard@bilearner.com,Resignation,Beat hand ready reason development else doctor.,Foreman,3164
Kasey,Pineda,44235,Kenneth Wilkinson,kasey.pineda@bilearner.com,Retirement,Truth hope she after.,Laborer,3165
Kenzie,Friedman,44769,Michelle Beasley,kenzie.friedman@bilearner.com,Resignation,Whatever up again yeah wear red.,Laborer,3166
Deshawn,Henry,45125,Timothy Price,deshawn.henry@bilearner.com,Voluntary,Hot stage record listen cost against.,Assistant,3168
Cristian,Ritter,44225,Jade Howell,cristian.ritter@bilearner.com,Resignation,Find by campaign. Bit oil show cultural up smile.,Lineman,3169
Demarcus,Huffman,45100,David Harrison,demarcus.huffman@bilearner.com,Retirement,Good talk past.,Technician,3170
Regina,Lopez,44784,Courtney Neal,regina.lopez@bilearner.com,Involuntary,Suddenly myself debate official training three.,Engineer,3171
Tucker,Sweeney,45076,Gloria Vaughn,tucker.sweeney@bilearner.com,Resignation,Place hear beat.,Engineer,3173
Roy,Pratt,45110,Tracy Warner,roy.pratt@bilearner.com,Involuntary,Only something seven relate leg however.,Foreman,3174
Raphael,Whitney,45139,Richard Cox,raphael.whitney@bilearner.com,Voluntary,Foreign friend policy green.,Engineer,3175
Cade,Palmer,44005,Jessica Morgan,cade.palmer@bilearner.com,Resignation,Minute between another local country.,Coordinator,3176
Abel,Potts,44370,Lori Martin,abel.potts@bilearner.com,Resignation,Six agreement take. Newspaper back land health.,Coordinator,3177
Wayne,Leon,45086,Eric Lopez,wayne.leon@bilearner.com,Involuntary,Follow arrive inside source.,Administrator,3178
Amya,Armstrong,44272,Victoria Thomas,amya.armstrong@bilearner.com,Voluntary,Assume none mother note poor indeed.,Lineman,3179
Johnny,Whitehead,43841,Jennifer Dean,johnny.whitehead@bilearner.com,Retirement,Begin person since way. Thus region happy no.,Technician,3180
Antwan,Clayton,44514,Cameron Harris,antwan.clayton@bilearner.com,Voluntary,Safe cost bar use per both tend.,Foreman,3181
Uriah,Guerrero,45141,Victor Warren,uriah.guerrero@bilearner.com,Resignation,Then foot not.,Technician,3183
Selena,Yoder,45000,Tina Wright,selena.yoder@bilearner.com,Voluntary,Development second material common.,Assistant,3185
Kaila,Flowers,44873,Mary Weber,kaila.flowers@bilearner.com,Voluntary,Believe kitchen whose true.,Supervisor,3186
Dashawn,Ramirez,44937,Eric Riley Jr.,dashawn.ramirez@bilearner.com,Resignation,Wide smile scene such society contain.,Project Manager,3187
Monserrat,Miranda,44785,Krystal Newton,monserrat.miranda@bilearner.com,Retirement,Read PM learn third clearly film news.,Technician,3191
Johnathon,Lynch,44573,Alexandra Goodman,johnathon.lynch@bilearner.com,Resignation,Ball they group who.,Laborer,3192
Kaylen,Hogan,44119,Latasha Garrison,kaylen.hogan@bilearner.com,Resignation,Tonight address serve yard race.,Technician,3195
Karley,Michael,44422,James Hawkins,karley.michael@bilearner.com,Involuntary,Summer might develop TV magazine down.,Project Manager,3196
Dallas,Leach,45100,Andrea Walls,dallas.leach@bilearner.com,Involuntary,Oil prepare serious affect.,Engineer,3202
Marianne,Eaton,44815,John Lutz,marianne.eaton@bilearner.com,Voluntary,Subject network inside.,Administrator,3203
Roxana,Goyal,44456,Roy Bradshaw,roxana.goyal@bilearner.com,Voluntary,Notice strong involve music fact door move.,Lineman,3205
Abdellah,Veera,44993,Jeffrey Gray,abdellah.veera@bilearner.com,Resignation,Own road black catch help agreement.,Operator,3208
Mohammed,Latif,44703,Matthew Brown,mohammed.latif@bilearner.com,Resignation,Style now then seven.,Foreman,3212
Hamish,Garneau,43826,Brandy Ferguson,hamish.garneau@bilearner.com,Involuntary,Mr everyone identify how pressure way.,Laborer,3213
Sarah,Akinkuolie,43739,Karen Munoz,sarah.akinkuolie@bilearner.com,Resignation,Summer begin quickly.,Technician,3217
Saniya,Bradley,45100,Emily Rodriguez,saniya.bradley@bilearner.com,Retirement,Environmental region affect have it.,Foreman,3225
Rosemary,Manning,44718,Michelle Kramer,rosemary.manning@bilearner.com,Involuntary,Hope any environment reflect realize.,Groundman,3227
Adrianna,Johnston,44791,Melissa Bennett,adrianna.johnston@bilearner.com,Involuntary,Eat unit push read. Weight decide prove defense.,Technician,3228
Annalise,Avila,45120,Patricia Lee,annalise.avila@bilearner.com,Resignation,Condition whole however senior water.,Laborer,3230
Makenzie,Mercer,44700,Carlos Miller,makenzie.mercer@bilearner.com,Resignation,Write arrive produce since.,Laborer,3232
Julia,Vargas,44069,Jim Mccormick,julia.vargas@bilearner.com,Voluntary,Fact order police ability another pretty add.,Engineer,3233
Emmett,York,44851,Jeffrey Webb,emmett.york@bilearner.com,Resignation,Without option agent show term.,Engineer,3235
Landin,Walton,44647,James Williamson,landin.walton@bilearner.com,Involuntary,Stuff painting partner my.,Cpo,3236
Abby,Estes,44743,Anne Gomez,abby.estes@bilearner.com,Voluntary,Organization above size discuss office.,Vp,3238
Kyan,Fritz,43651,Taylor Kim,kyan.fritz@bilearner.com,Voluntary,Kid decision small fire year eat.,Shop,3240
Alma,Fischer,44672,Krista Hernandez,alma.fischer@bilearner.com,Resignation,If data from box movement bad service.,Lineman,3242
Leonel,Tanner,44560,Mrs. Vickie Barber,leonel.tanner@bilearner.com,Voluntary,Fly draw gun true deal sure.,Laborer,3245
Natalia,Burns,44341,Barry Hernandez,natalia.burns@bilearner.com,Retirement,With picture sport this after.,Safety,3246
Hailee,Raymond,45144,Glenn Kelly,hailee.raymond@bilearner.com,Resignation,Much already above care than.,Operator,3247
Micah,Douglas,45126,Amy Reeves,micah.douglas@bilearner.com,Resignation,Approach together husband better.,Clerical,3248
Elliana,Thomas,43580,Natalie Cox,elliana.thomas@bilearner.com,Resignation,Any record environment.,Laborer,3251
Tessa,Estes,44348,Terrance Pitts,tessa.estes@bilearner.com,Involuntary,Star candidate seven television teacher all many.,Technician,3253
Charlie,Carson,44755,Samantha Gilbert,charlie.carson@bilearner.com,Voluntary,Save interest factor training.,Administration,3254
Dania,Hale,44722,Matthew York,dania.hale@bilearner.com,Resignation,Trouble hot lead article guess travel.,Tower Hand,3259
Kaylen,Fisher,45102,Philip Jackson,kaylen.fisher@bilearner.com,Involuntary,Cause data speech tough garden body good.,Administrative,3261
Cruz,Davila,45046,Renee Jones DVM,cruz.davila@bilearner.com,Involuntary,Measure question others smile oil.,Drafter,3263
Alani,Phillips,45056,Jim Melton,alani.phillips@bilearner.com,Involuntary,Attorney control write American.,Engineer,3264
Perla,Terry,43847,Lindsey Aguilar,perla.terry@bilearner.com,Voluntary,Smile wife newspaper attorney dog discuss write.,Laborer,3267
Taryn,Snow,44891,Kenneth Bender,taryn.snow@bilearner.com,Involuntary,Talk it thousand score least try sound.,Engineer,3271
Arely,May,44041,Anthony Bass,arely.may@bilearner.com,Retirement,History force myself.,Foreman,3274
Wade,Beltran,45101,Darlene Garcia,wade.beltran@bilearner.com,Retirement,Personal fear indeed rest also.,Foreman,3277
Mina,Bryant,44486,Angela Griffin MD,mina.bryant@bilearner.com,Retirement,Take nice into true side job.,Laborer,3278
Jonas,Everett,44159,Katrina Davis,jonas.everett@bilearner.com,Involuntary,Market public task none past spend.,Project Manager,3279
Makaila,Pham,45130,Tamara Bailey,makaila.pham@bilearner.com,Involuntary,Fast light home sign build not.,Manager,3280
Kennedi,Howell,45014,Jonathan Franco,kennedi.howell@bilearner.com,Resignation,Order protect raise exist by behind dream memory.,Technician,3284
Rashad,Sutton,45089,Mark Mills,rashad.sutton@bilearner.com,Retirement,Know blue difficult let black choice require.,Laborer,3285
Nadia,Romero,43839,Connor Wallace,nadia.romero@bilearner.com,Retirement,Four read some later whether lose system.,Engineer,3292
Lillianna,Hill,44894,Cindy Ruiz,lillianna.hill@bilearner.com,Retirement,Toward make herself high red writer week.,Technician,3293
Brent,Henry,44919,Regina Dickerson,brent.henry@bilearner.com,Retirement,New begin remember understand.,Lineman,3294
Isis,Brooks,43746,Michael Palmer,isis.brooks@bilearner.com,Voluntary,Maybe despite performance rather evidence.,Foreman,3296
Axel,Dunlap,44306,Bryan Beasley,axel.dunlap@bilearner.com,Retirement,Stock true summer together social.,Engineer,3297
Tatum,Petty,44337,Sarah Escobar,tatum.petty@bilearner.com,Involuntary,Great unit evidence run.,Technician,3298
Rosemary,Becker,44689,Mr. Gregory Mullins MD,rosemary.becker@bilearner.com,Resignation,Artist message call such.,Technician,3300
Amiah,Sweeney,44786,Michael Clark,amiah.sweeney@bilearner.com,Retirement,On crime student tough note.,Construction Manager,3301
Maya,Mccoy,44871,Shawn Johnson,maya.mccoy@bilearner.com,Retirement,Year ever end drive.,Lineman,3302
Jace,Galloway,44857,Alex Lopez,jace.galloway@bilearner.com,Involuntary,Billion approach middle behind national describe.,Coordinator,3305
Justice,Guerra,44861,Angela Terry,justice.guerra@bilearner.com,Voluntary,Reason common from ready.,Laborer,3306
George,Fritz,44961,Sheryl Austin,george.fritz@bilearner.com,Retirement,Course appear wait police car.,Vp,3310
William,Avila,44533,Christina Kennedy,william.avila@bilearner.com,Retirement,Ready image offer. According and reveal land.,Project Manager,3311
Amy,Pace,43908,Crystal Richmond,amy.pace@bilearner.com,Involuntary,Director include student.,Locator,3315
Bronson,Houston,44908,Theresa Holmes,bronson.houston@bilearner.com,Retirement,Movement beat thing attorney benefit mention I.,Lineman,3316
Maddison,Dixon,44602,Thomas Figueroa,maddison.dixon@bilearner.com,Resignation,Make oil new effort begin. Smile work dinner.,Administrator,3318
Roland,Berg,44831,Kathleen Bowen,roland.berg@bilearner.com,Voluntary,Different down happen near impact.,Lineman,3322
Lilliana,Cowan,45120,Chloe Berg,lilliana.cowan@bilearner.com,Voluntary,Expect serious occur forward again.,Laborer,3323
Beatrice,Vance,44766,Anna Martinez,beatrice.vance@bilearner.com,Involuntary,Teach human market real upon.,Splicer,3324
Andrea,Khan,44631,Christopher Blankenship,andrea.khan@bilearner.com,Involuntary,Few space energy down natural.,Technician,3325
Braylen,Cruz,45027,Pamela Carter,braylen.cruz@bilearner.com,Resignation,Room that ahead sound work short right.,Engineer,3328
Sydney,Chang,44120,Stephanie Pierce,sydney.chang@bilearner.com,Voluntary,Hair language song. Account father send talk.,Technician,3331
Abbigail,Solis,44546,Mary Rivera,abbigail.solis@bilearner.com,Resignation,Certainly those above eye ball.,Driller,3335
Sincere,Preston,45063,Eric Huber,sincere.preston@bilearner.com,Retirement,Take most future.,Coordinator,3336
Konner,Sheppard,44951,Paul Watson,konner.sheppard@bilearner.com,Involuntary,A parent bit rich. Reflect north sometimes card.,Splicer,3341
Seth,Huff,45072,Kari Walker,seth.huff@bilearner.com,Retirement,Do onto consumer sign. War instead effect role.,Mechanic,3343
Moshe,Anderson,44955,Michael Spencer,moshe.anderson@bilearner.com,Retirement,We give end nation but. Other measure across.,Director,3345
Kadyn,Bush,44604,Juan Cooper,kadyn.bush@bilearner.com,Involuntary,Shoulder build catch commercial.,Lineman,3346
Ahmed,Lindsey,44694,John Taylor,ahmed.lindsey@bilearner.com,Resignation,Family defense six believe drug action although.,Operator,3347
Kayden,Hill,44657,Amanda White,kayden.hill@bilearner.com,Involuntary,Black truth campaign player child control firm.,Warehouse,3351
Neil,Dunn,45093,Michael Brown,neil.dunn@bilearner.com,Retirement,Hundred still nearly stand risk treat.,Laborer,3354
Darryl,Ponce,45095,Elizabeth Scott,darryl.ponce@bilearner.com,Resignation,Near fine four help likely. Because wrong nor.,Technician,3355
Johnathan,Mayo,44898,Jerry Williams,johnathan.mayo@bilearner.com,Voluntary,Style up reality per.,Laborer,3358
Lilianna,Conway,44615,Patrick Hart,lilianna.conway@bilearner.com,Voluntary,Situation election visit author five.,Technician,3361
Marisa,Frank,44446,Courtney Chambers,marisa.frank@bilearner.com,Retirement,Court catch management cold total among.,Technician,3364
Andre,Allison,43848,Angela Fowler,andre.allison@bilearner.com,Voluntary,Modern a study speak. Front choose central which.,Project Manager,3366
Destiny,Bright,44593,Patricia Doyle,destiny.bright@bilearner.com,Retirement,Tell heavy degree no early.,Laborer,3367
Karli,Parks,45060,Benjamin Cook,karli.parks@bilearner.com,Retirement,These these by when here attorney special.,Apprentice,3368
Mylie,Callahan,45009,Jeff Cabrera,mylie.callahan@bilearner.com,Resignation,Teacher contain heart continue pay form short.,Locator,3369
Aliya,Moss,45007,Keith Rasmussen,aliya.moss@bilearner.com,Resignation,Feel pattern require stand.,Manager,3371
Kylie,Roman,44999,Tammy Small,kylie.roman@bilearner.com,Involuntary,Try statement audience too material film.,Manager,3372
Ronald,Bullock,44995,Thomas Rios,ronald.bullock@bilearner.com,Involuntary,Data imagine bill possible want.,Laborer,3374
Sharon,Beltran,44390,Kathy Kelley,sharon.beltran@bilearner.com,Voluntary,Theory majority born with.,Program Manager,3375
Cruz,Ashley,45059,Evan Schultz,cruz.ashley@bilearner.com,Resignation,Tough very bad spend feeling college require.,Foreman,3377
Marquis,Joseph,45091,Walter Henry,marquis.joseph@bilearner.com,Voluntary,American community truth.,Helpdesk,3379
Aimee,Hughes,44106,Jose Brown,aimee.hughes@bilearner.com,Resignation,Foot apply stay treatment local good issue.,Splicer,3383
Darnell,Shelton,44224,Alec Phillips,darnell.shelton@bilearner.com,Voluntary,He four soldier employee central term.,Laborer,3386
Lizeth,Middleton,44931,Joanna Nguyen,lizeth.middleton@bilearner.com,Voluntary,North next animal laugh threat no.,Engineer,3390
